order_id,order_date,state,zone,category,brand_type,customer_gender,customer_age,base_price,discount_percent,final_price,units_sold,revenue,sales_event,competition_intensity,inventory_pressure,Age_Group,Discount_Category,Profit
ORD0016357,2024-08-31,West Bengal,East,Grocery Essentials,Mass,Male,27,199.64,25.1,149.53,24,3588.72,Festival,Medium,Low,26-35,High Discount,3439.1899999999996
ORD0016358,2024-08-31,Delhi NCR,North,Home & Living,Mass,Male,18,5506.49,65.0,1927.27,26,50109.02,Festival,Low,Low,18-25,High Discount,48181.75
ORD0016359,2024-08-31,Uttar Pradesh,North,Sports & Fitness,Premium,Male,34,5517.03,8.88,5027.12,7,35189.84,Normal,Low,Low,26-35,Low Discount,30162.719999999998
ORD0016360,2024-08-31,Kerala,South,Fashion,Premium,Male,28,1168.55,34.92,760.49,43,32701.07,Normal,Medium,Low,26-35,High Discount,31940.579999999998
ORD0016361,2024-08-31,Karnataka,South,Electronics,Mass,Female,19,10479.35,50.97,5138.03,47,241487.41,Normal,Medium,Low,18-25,High Discount,236349.38
ORD0016362,2024-08-31,Madhya Pradesh,Central,Electronics,Mass,Male,22,3065.02,64.17,1098.2,42,46124.4,Normal,Medium,Low,18-25,High Discount,45026.200000000004
ORD0016363,2024-08-31,Punjab,North,Footwear,Premium,Male,23,947.59,36.04,606.08,17,10303.36,Normal,Medium,High,18-25,High Discount,9697.28
ORD0016364,2024-08-31,Chhattisgarh,Central,Electronics,Mass,Male,34,5233.61,36.79,3308.16,20,66163.2,Normal,High,Low,26-35,High Discount,62855.03999999999
ORD0016365,2024-08-31,Karnataka,South,Beauty & Personal Care,Mass,Male,58,348.12,64.05,125.15,31,3879.65,Normal,Medium,High,46-60,High Discount,3754.5
ORD0016366,2024-08-31,Kerala,South,Grocery Essentials,Mass,Female,29,175.71,42.36,101.28,84,8507.52,Festival,Medium,Low,26-35,High Discount,8406.24
ORD0016367,2024-08-31,Tamil Nadu,South,Electronics,Mass,Male,19,3502.42,44.49,1944.19,50,97209.5,Normal,Low,Low,18-25,High Discount,95265.31
ORD0016368,2024-08-31,Karnataka,South,Sports & Fitness,Mass,Female,28,5009.64,46.61,2674.65,54,144431.1,Normal,Medium,Low,26-35,High Discount,141756.45
ORD0016369,2024-08-31,Gujarat,West,Grocery Essentials,Mass,Female,47,679.88,25.36,507.46,21,10656.66,Normal,High,Low,46-60,High Discount,10149.2
ORD0016370,2024-08-31,Tamil Nadu,South,Beauty & Personal Care,Premium,Male,18,1680.93,29.45,1185.9,35,41506.5,Festival,Low,Low,18-25,High Discount,40320.6
ORD0016371,2024-08-31,Kerala,South,Footwear,Mass,Male,36,4267.77,24.15,3237.1,19,61504.9,Normal,Medium,Low,36-45,High Discount,58267.8
ORD0016372,2024-08-31,Odisha,East,Footwear,Mass,Male,32,1684.44,30.37,1172.88,19,22284.72,Normal,Medium,Low,26-35,High Discount,21111.84
ORD0016373,2024-08-31,Punjab,North,Beauty & Personal Care,Mass,Male,28,2155.95,62.57,806.97,39,31471.83,Normal,High,Low,26-35,High Discount,30664.86
ORD0016374,2024-08-31,Maharashtra,West,Fashion,Mass,Female,33,1257.35,53.63,583.03,35,20406.05,Normal,Low,Low,26-35,High Discount,19823.02
ORD0016375,2024-08-31,Telangana,South,Footwear,Premium,Male,51,1159.03,7.45,1072.68,8,8581.44,Normal,Low,Low,46-60,Low Discount,7508.76
ORD0016376,2024-08-31,Chhattisgarh,Central,Premium Lifestyle,Mass,Male,22,4471.63,42.41,2575.21,10,25752.1,Normal,Medium,Low,18-25,High Discount,23176.89
ORD0016377,2024-08-31,Telangana,South,Home & Living,Premium,Male,33,3372.62,32.04,2292.03,40,91681.2,Normal,Low,Low,26-35,High Discount,89389.17
ORD0016378,2024-08-31,Karnataka,South,Electronics,Mass,Male,27,9017.34,58.72,3722.36,67,249398.12,Normal,Medium,Low,26-35,High Discount,245675.76
ORD0016379,2024-08-31,West Bengal,East,Home & Living,Mass,Male,25,5434.5,62.24,2052.07,20,41041.4,Normal,Low,High,18-25,High Discount,38989.33
ORD0016380,2024-08-31,Odisha,East,Electronics,Premium,Female,24,11652.01,35.17,7554.0,19,143526.0,Normal,Medium,High,18-25,High Discount,135972.0
ORD0016381,2024-08-31,Odisha,East,Footwear,Premium,Female,42,3554.61,9.39,3220.83,8,25766.64,Normal,Low,High,36-45,Low Discount,22545.809999999998
ORD0016382,2024-08-31,Odisha,East,Grocery Essentials,Mass,Female,41,672.19,64.88,236.07,37,8734.59,Normal,Medium,Low,36-45,High Discount,8498.52
ORD0016383,2024-08-31,Telangana,South,Home & Living,Premium,Male,20,2742.26,31.25,1885.3,15,28279.5,Festival,Low,Low,18-25,High Discount,26394.2
ORD0016384,2024-08-31,Gujarat,West,Fashion,Mass,Male,23,1102.54,39.84,663.29,42,27858.18,Normal,Medium,High,18-25,High Discount,27194.89
ORD0016385,2024-08-31,Maharashtra,West,Electronics,Premium,Male,58,10397.32,33.54,6910.06,34,234942.04,Normal,Low,Low,46-60,High Discount,228031.98
ORD0016386,2024-08-31,Uttar Pradesh,North,Electronics,Mass,Female,23,6453.54,58.91,2651.76,24,63642.24,Normal,Low,Low,18-25,High Discount,60990.479999999996
ORD0016387,2024-08-31,Delhi NCR,North,Fashion,Premium,Male,24,3607.88,5.53,3408.36,43,146559.48,Normal,Low,Low,18-25,Low Discount,143151.12000000002
ORD0016388,2024-08-31,Karnataka,South,Electronics,Mass,Female,33,5498.46,10.21,4937.07,32,157986.24,Normal,Low,Low,26-35,Medium Discount,153049.16999999998
ORD0016389,2024-08-31,Karnataka,South,Grocery Essentials,Premium,Male,34,304.7,22.09,237.39,58,13768.62,Festival,Low,Low,26-35,High Discount,13531.230000000001
ORD0016390,2024-08-31,Gujarat,West,Fashion,Premium,Male,40,1201.03,33.21,802.17,37,29680.29,Festival,Low,High,36-45,High Discount,28878.120000000003
ORD0016391,2024-08-31,Tamil Nadu,South,Electronics,Premium,Female,39,5941.33,31.17,4089.42,24,98146.08,Normal,Medium,High,36-45,High Discount,94056.66
ORD0016392,2024-08-31,West Bengal,East,Grocery Essentials,Mass,Female,61,337.83,29.67,237.6,15,3564.0,Festival,Medium,High,,High Discount,3326.4
ORD0016393,2024-08-31,West Bengal,East,Grocery Essentials,Mass,Female,32,513.6,65.0,179.76,20,3595.2,Normal,Medium,High,26-35,High Discount,3415.4399999999996
ORD0016394,2024-08-31,Tamil Nadu,South,Electronics,Mass,Male,44,4748.18,11.64,4195.49,5,20977.45,Normal,Low,Low,36-45,Medium Discount,16781.96
ORD0016395,2024-08-31,Uttar Pradesh,North,Home & Living,Mass,Male,31,1661.31,48.09,862.39,22,18972.58,Normal,High,Low,26-35,High Discount,18110.190000000002
ORD0016396,2024-08-31,Delhi NCR,North,Premium Lifestyle,Mass,Male,46,10730.56,40.06,6431.9,38,244412.2,Normal,Low,High,46-60,High Discount,237980.30000000002
ORD0016397,2024-08-31,Gujarat,West,Electronics,Mass,Female,33,9985.5,55.33,4460.52,71,316696.92,Festival,Low,Low,26-35,High Discount,312236.39999999997
ORD0016398,2024-08-31,Delhi NCR,North,Grocery Essentials,Mass,Female,29,126.67,32.97,84.91,81,6877.71,Festival,High,Low,26-35,High Discount,6792.8
ORD0016399,2024-08-31,Karnataka,South,Electronics,Mass,Male,37,4999.3,61.42,1928.73,36,69434.28,Festival,High,Low,36-45,High Discount,67505.55
ORD0016400,2024-08-31,Delhi NCR,North,Footwear,Mass,Male,28,4727.91,65.0,1654.77,112,185334.24,Festival,High,High,26-35,High Discount,183679.47
ORD0016401,2024-08-31,Chhattisgarh,Central,Fashion,Mass,Male,22,2201.46,28.1,1582.85,34,53816.9,Normal,Low,Low,18-25,High Discount,52234.05
ORD0016402,2024-08-31,Telangana,South,Electronics,Mass,Male,21,10796.41,59.52,4370.39,76,332149.64,Normal,Medium,Low,18-25,High Discount,327779.25
ORD0016403,2024-08-31,Haryana,North,Grocery Essentials,Mass,Male,23,444.76,43.18,252.71,63,15920.73,Festival,High,Low,18-25,High Discount,15668.02
ORD0016404,2024-08-31,Tamil Nadu,South,Premium Lifestyle,Mass,Male,49,11740.42,25.09,8794.75,17,149510.75,Normal,High,Low,46-60,High Discount,140716.0
ORD0016405,2024-08-31,Karnataka,South,Sports & Fitness,Mass,Female,52,3291.18,48.64,1690.35,16,27045.6,Normal,High,Low,46-60,High Discount,25355.25
ORD0016406,2024-08-31,Delhi NCR,North,Home & Living,Mass,Male,28,4793.55,64.42,1705.55,16,27288.8,Festival,Medium,Low,26-35,High Discount,25583.25
ORD0016407,2024-08-31,Gujarat,West,Electronics,Premium,Male,41,3444.48,18.09,2821.37,7,19749.59,Normal,Low,Low,36-45,Medium Discount,16928.22
ORD0016408,2024-08-31,Karnataka,South,Premium Lifestyle,Mass,Female,19,9181.23,22.25,7138.41,46,328366.86,Normal,Medium,Low,18-25,High Discount,321228.45
ORD0016409,2024-08-31,Gujarat,West,Beauty & Personal Care,Mass,Male,46,436.97,36.73,276.47,46,12717.62,Normal,Low,Low,46-60,High Discount,12441.150000000001
ORD0016410,2024-08-31,Haryana,North,Sports & Fitness,Mass,Female,31,5163.9,31.77,3523.33,24,84559.92,Festival,Medium,Low,26-35,High Discount,81036.59
ORD0016411,2024-08-31,Kerala,South,Premium Lifestyle,Mass,Female,26,9346.7,52.97,4395.75,12,52749.0,Normal,Medium,Low,26-35,High Discount,48353.25
ORD0016412,2024-08-31,Punjab,North,Beauty & Personal Care,Premium,Male,41,1872.46,33.92,1237.32,38,47018.16,Normal,Medium,Low,36-45,High Discount,45780.840000000004
ORD0016413,2024-08-31,Chhattisgarh,Central,Grocery Essentials,Mass,Female,26,326.61,34.39,214.29,37,7928.73,Normal,Medium,Low,26-35,High Discount,7714.44
ORD0016414,2024-08-31,Haryana,North,Home & Living,Mass,Male,27,1734.56,15.05,1473.51,33,48625.83,Normal,Medium,Low,26-35,Medium Discount,47152.32
ORD0016415,2024-08-31,Madhya Pradesh,Central,Electronics,Mass,Female,42,9292.36,53.99,4275.41,9,38478.69,Normal,High,Low,36-45,High Discount,34203.28
ORD0016416,2024-08-31,Karnataka,South,Premium Lifestyle,Premium,Male,23,11651.56,19.51,9378.34,46,431403.64,Festival,Medium,Low,18-25,Medium Discount,422025.3
ORD0016417,2024-08-31,Telangana,South,Grocery Essentials,Mass,Female,23,208.9,42.17,120.81,78,9423.18,Festival,Low,Low,18-25,High Discount,9302.37
ORD0016418,2024-08-31,Punjab,North,Fashion,Mass,Male,36,2915.53,38.52,1792.47,33,59151.51,Normal,Medium,Low,36-45,High Discount,57359.04
ORD0016419,2024-08-31,Kerala,South,Home & Living,Mass,Female,37,3105.99,45.96,1678.48,40,67139.2,Normal,Medium,High,36-45,High Discount,65460.719999999994
ORD0016420,2024-08-31,Telangana,South,Electronics,Mass,Male,65,9141.98,58.43,3800.32,52,197616.64,Normal,Medium,Low,,High Discount,193816.32
ORD0016421,2024-08-31,Madhya Pradesh,Central,Footwear,Premium,Male,56,4362.34,32.99,2923.2,19,55540.8,Normal,Low,Low,46-60,High Discount,52617.600000000006
ORD0016422,2024-08-31,Tamil Nadu,South,Sports & Fitness,Premium,Male,51,6382.54,18.37,5210.07,8,41680.56,Normal,Medium,Low,46-60,Medium Discount,36470.49
ORD0016423,2024-08-31,Madhya Pradesh,Central,Home & Living,Mass,Male,32,1936.35,17.59,1595.75,13,20744.75,Normal,Low,Low,26-35,Medium Discount,19149.0
ORD0016424,2024-08-31,Odisha,East,Beauty & Personal Care,Premium,Female,42,1355.11,21.05,1069.86,12,12838.32,Normal,Medium,Low,36-45,High Discount,11768.46
ORD0016425,2024-08-31,Tamil Nadu,South,Fashion,Mass,Female,29,612.88,42.79,350.63,41,14375.83,Normal,Medium,Low,26-35,High Discount,14025.2
ORD0016426,2024-08-31,Uttar Pradesh,North,Footwear,Premium,Male,30,2214.22,25.84,1642.07,41,67324.87,Festival,Medium,Low,26-35,High Discount,65682.79999999999
ORD0016427,2024-08-31,Telangana,South,Fashion,Mass,Female,21,1418.46,23.87,1079.87,44,47514.28,Normal,Medium,High,18-25,High Discount,46434.409999999996
ORD0016428,2024-08-31,Madhya Pradesh,Central,Footwear,Mass,Female,41,4323.91,56.67,1873.55,5,9367.75,Normal,Low,Low,36-45,High Discount,7494.2
ORD0016429,2024-08-31,Haryana,North,Home & Living,Premium,Male,57,5897.84,36.15,3765.77,32,120504.64,Normal,High,Low,46-60,High Discount,116738.87
ORD0016430,2024-08-31,Maharashtra,West,Sports & Fitness,Mass,Female,23,6030.59,65.0,2110.71,100,211071.0,Festival,High,High,18-25,High Discount,208960.29
ORD0016431,2024-08-31,Maharashtra,West,Sports & Fitness,Mass,Female,64,5098.05,51.87,2453.69,18,44166.42,Normal,Medium,Low,,High Discount,41712.729999999996
ORD0016432,2024-08-31,Chhattisgarh,Central,Sports & Fitness,Mass,Male,36,4157.5,37.95,2579.73,16,41275.68,Normal,Medium,Low,36-45,High Discount,38695.95
ORD0016433,2024-08-31,Telangana,South,Premium Lifestyle,Mass,Female,27,6311.55,52.43,3002.4,10,30024.0,Normal,Low,High,26-35,High Discount,27021.6
ORD0016434,2024-08-31,Delhi NCR,North,Footwear,Mass,Male,23,1410.12,19.09,1140.93,35,39932.55,Normal,Low,Low,18-25,Medium Discount,38791.62
ORD0016435,2024-08-31,Gujarat,West,Footwear,Mass,Male,29,3873.27,65.0,1355.64,27,36602.28,Normal,Medium,High,26-35,High Discount,35246.64
ORD0016436,2024-08-31,Odisha,East,Fashion,Mass,Male,34,3531.76,34.67,2307.3,35,80755.5,Normal,Medium,Low,26-35,High Discount,78448.2
ORD0016437,2024-08-31,Haryana,North,Beauty & Personal Care,Mass,Male,18,2081.41,24.62,1568.97,18,28241.46,Normal,Low,Low,18-25,High Discount,26672.489999999998
ORD0016438,2024-08-31,Punjab,North,Electronics,Premium,Male,26,11288.89,8.25,10357.56,28,290011.68,Normal,Low,High,26-35,Low Discount,279654.12
ORD0016439,2024-08-31,Telangana,South,Fashion,Mass,Male,20,1261.63,58.78,520.04,19,9880.76,Normal,Low,Low,18-25,High Discount,9360.720000000001
ORD0016440,2024-08-31,Chhattisgarh,Central,Beauty & Personal Care,Mass,Male,46,343.49,19.56,276.3,22,6078.6,Normal,Medium,Low,46-60,Medium Discount,5802.3
ORD0016441,2024-08-31,Maharashtra,West,Premium Lifestyle,Premium,Female,19,4940.0,40.56,2936.34,101,296570.34,Festival,Medium,Low,18-25,High Discount,293634.0
ORD0016442,2024-08-31,Chhattisgarh,Central,Fashion,Mass,Male,36,1375.13,35.04,893.28,22,19652.16,Festival,High,Low,36-45,High Discount,18758.88
ORD0016443,2024-08-31,Delhi NCR,North,Fashion,Premium,Female,19,909.67,30.15,635.4,36,22874.4,Normal,Medium,Low,18-25,High Discount,22239.0
ORD0016444,2024-08-31,Odisha,East,Electronics,Mass,Male,24,7365.35,13.97,6336.41,24,152073.84,Normal,Medium,Low,18-25,Medium Discount,145737.43
ORD0016445,2024-08-31,Haryana,North,Premium Lifestyle,Mass,Male,40,7398.13,51.01,3624.34,10,36243.4,Normal,High,Low,36-45,High Discount,32619.06
ORD0016446,2024-08-31,Telangana,South,Grocery Essentials,Mass,Male,28,229.03,48.71,117.47,14,1644.58,Normal,Medium,Low,26-35,High Discount,1527.11
ORD0016447,2024-08-31,Telangana,South,Electronics,Premium,Female,32,10978.58,30.75,7602.67,40,304106.8,Festival,Medium,High,26-35,High Discount,296504.13
ORD0016448,2024-08-31,Telangana,South,Fashion,Mass,Male,33,1527.07,19.4,1230.82,28,34462.96,Normal,High,Low,26-35,Medium Discount,33232.14
ORD0016449,2024-08-31,Gujarat,West,Fashion,Mass,Female,41,3130.01,40.23,1870.81,33,61736.73,Normal,High,Low,36-45,High Discount,59865.920000000006
ORD0016450,2024-08-31,Madhya Pradesh,Central,Sports & Fitness,Premium,Male,53,3911.68,26.12,2889.95,10,28899.5,Festival,Medium,Low,46-60,High Discount,26009.55
ORD0016451,2024-08-31,Odisha,East,Home & Living,Mass,Female,21,2454.79,51.67,1186.4,52,61692.8,Normal,Medium,High,18-25,High Discount,60506.4
ORD0016452,2024-08-31,Kerala,South,Premium Lifestyle,Mass,Male,21,7848.89,36.98,4946.37,86,425387.82,Festival,Low,High,18-25,High Discount,420441.45
ORD0016453,2024-08-31,Punjab,North,Electronics,Premium,Female,50,8701.0,25.75,6460.49,14,90446.86,Festival,Low,Low,46-60,High Discount,83986.37
ORD0016454,2024-08-31,Madhya Pradesh,Central,Home & Living,Mass,Male,34,3320.62,7.26,3079.54,19,58511.26,Normal,Low,Low,26-35,Low Discount,55431.72
ORD0016455,2024-08-31,Maharashtra,West,Electronics,Premium,Female,62,4709.17,14.34,4033.88,20,80677.6,Normal,High,Low,,Medium Discount,76643.72
ORD0016456,2024-08-31,Kerala,South,Premium Lifestyle,Mass,Male,23,5174.02,44.85,2853.47,11,31388.17,Normal,High,Low,18-25,High Discount,28534.699999999997
ORD0016457,2024-08-31,Gujarat,West,Footwear,Premium,Female,30,1173.43,21.46,921.61,32,29491.52,Normal,Medium,Low,26-35,High Discount,28569.91
ORD0016458,2024-08-31,Haryana,North,Premium Lifestyle,Mass,Male,38,9295.26,22.34,7218.7,16,115499.2,Normal,Low,Low,36-45,High Discount,108280.5
ORD0016459,2024-08-31,Punjab,North,Sports & Fitness,Premium,Male,19,6150.04,24.84,4622.37,36,166405.32,Normal,Low,Low,18-25,High Discount,161782.95
ORD0016460,2024-08-31,Chhattisgarh,Central,Grocery Essentials,Mass,Female,50,491.23,34.77,320.43,12,3845.16,Festival,Low,Low,46-60,High Discount,3524.73
ORD0016461,2024-08-31,Maharashtra,West,Sports & Fitness,Premium,Female,37,2111.71,40.33,1260.06,72,90724.32,Festival,Medium,High,36-45,High Discount,89464.26000000001
ORD0016462,2024-08-31,Madhya Pradesh,Central,Sports & Fitness,Mass,Male,34,6944.69,56.12,3047.33,24,73135.92,Normal,High,Low,26-35,High Discount,70088.59
ORD0016463,2024-08-31,Uttar Pradesh,North,Grocery Essentials,Mass,Female,33,724.34,65.0,253.52,73,18506.96,Festival,Low,Low,26-35,High Discount,18253.44
ORD0016464,2024-08-31,Gujarat,West,Grocery Essentials,Mass,Female,24,540.46,15.09,458.9,34,15602.6,Normal,Medium,Low,18-25,Medium Discount,15143.7
ORD0016465,2024-08-31,Maharashtra,West,Premium Lifestyle,Mass,Female,23,9948.17,65.0,3481.86,15,52227.9,Normal,High,Low,18-25,High Discount,48746.04
ORD0016466,2024-08-31,Odisha,East,Footwear,Mass,Female,24,3881.24,48.21,2010.09,31,62312.79,Normal,Medium,Low,18-25,High Discount,60302.700000000004
ORD0016467,2024-08-31,Kerala,South,Beauty & Personal Care,Premium,Female,62,427.21,41.09,251.67,66,16610.22,Festival,Medium,Low,,High Discount,16358.550000000001
ORD0016468,2024-08-31,West Bengal,East,Beauty & Personal Care,Mass,Female,56,1760.1,29.26,1245.09,6,7470.54,Normal,Low,Low,46-60,High Discount,6225.45
ORD0016469,2024-08-31,Madhya Pradesh,Central,Home & Living,Mass,Female,31,5691.11,65.0,1991.89,28,55772.92,Normal,Medium,High,26-35,High Discount,53781.03
ORD0016470,2024-08-31,Kerala,South,Footwear,Mass,Female,18,4410.24,55.5,1962.56,22,43176.32,Normal,Medium,Low,18-25,High Discount,41213.76
ORD0016471,2024-08-31,West Bengal,East,Electronics,Premium,Male,24,8137.83,20.5,6469.57,31,200556.67,Normal,Medium,High,18-25,High Discount,194087.1
ORD0016472,2024-08-31,Tamil Nadu,South,Fashion,Mass,Male,43,3413.26,65.0,1194.64,13,15530.32,Normal,High,Low,36-45,High Discount,14335.68
ORD0016473,2024-08-31,West Bengal,East,Fashion,Premium,Male,26,1447.41,36.73,915.78,13,11905.14,Normal,Low,High,26-35,High Discount,10989.359999999999
ORD0016474,2024-08-31,West Bengal,East,Sports & Fitness,Premium,Male,61,4097.15,32.87,2750.42,13,35755.46,Normal,Medium,Low,,High Discount,33005.04
ORD0016475,2024-08-31,Delhi NCR,North,Fashion,Premium,Male,37,975.7,12.7,851.79,4,3407.16,Normal,Low,Low,36-45,Medium Discount,2555.37
ORD0016476,2024-08-31,Odisha,East,Home & Living,Mass,Male,28,5491.31,65.0,1921.96,47,90332.12,Festival,Low,Low,26-35,High Discount,88410.15999999999
ORD0016477,2024-08-31,West Bengal,East,Sports & Fitness,Mass,Male,42,5103.82,52.28,2435.54,12,29226.48,Normal,Medium,Low,36-45,High Discount,26790.94
ORD0016478,2024-08-31,Odisha,East,Electronics,Mass,Female,27,6146.9,28.49,4395.65,32,140660.8,Normal,Medium,Low,26-35,High Discount,136265.15
ORD0016479,2024-08-31,Uttar Pradesh,North,Premium Lifestyle,Premium,Male,59,13998.22,27.31,10175.31,26,264558.06,Normal,High,High,46-60,High Discount,254382.75
ORD0016480,2024-08-31,Delhi NCR,North,Grocery Essentials,Mass,Male,31,685.4,48.07,355.93,41,14593.13,Normal,High,Low,26-35,High Discount,14237.199999999999
ORD0016481,2024-08-31,Kerala,South,Electronics,Mass,Male,32,7557.61,43.88,4241.33,13,55137.29,Normal,Medium,Low,26-35,High Discount,50895.96
ORD0016482,2024-08-31,Karnataka,South,Fashion,Mass,Male,21,1685.63,65.0,589.97,138,81415.86,Festival,Low,Low,18-25,High Discount,80825.89
ORD0016483,2024-08-31,Delhi NCR,North,Grocery Essentials,Premium,Female,44,568.12,21.4,446.54,8,3572.32,Festival,Low,Low,36-45,High Discount,3125.78
ORD0016484,2024-08-31,Telangana,South,Grocery Essentials,Mass,Male,51,681.45,42.42,392.38,35,13733.3,Normal,Low,Low,46-60,High Discount,13340.92
ORD0016485,2024-08-31,Maharashtra,West,Sports & Fitness,Mass,Female,37,2974.31,56.99,1279.25,60,76755.0,Normal,Medium,Low,36-45,High Discount,75475.75
ORD0016486,2024-08-31,Gujarat,West,Sports & Fitness,Mass,Female,49,6202.58,12.65,5417.95,21,113776.95,Normal,Medium,Low,46-60,Medium Discount,108359.0
ORD0016487,2024-08-31,Karnataka,South,Electronics,Mass,Male,52,7195.82,65.0,2518.54,93,234224.22,Festival,Medium,High,46-60,High Discount,231705.68
ORD0016488,2024-08-31,Haryana,North,Footwear,Mass,Male,40,1634.63,65.0,572.12,43,24601.16,Festival,Low,Low,36-45,High Discount,24029.04
ORD0016489,2024-08-31,Maharashtra,West,Home & Living,Mass,Female,32,4876.18,54.47,2220.12,50,111006.0,Normal,High,Low,26-35,High Discount,108785.88
ORD0016490,2024-08-31,Odisha,East,Electronics,Mass,Male,32,9072.91,37.62,5659.68,17,96214.56,Festival,Low,Low,26-35,High Discount,90554.88
ORD0016491,2024-08-31,Gujarat,West,Grocery Essentials,Mass,Male,33,229.34,37.48,143.38,61,8746.18,Festival,Low,Low,26-35,High Discount,8602.800000000001
ORD0016492,2024-08-31,Kerala,South,Footwear,Mass,Female,21,4901.53,29.71,3445.29,20,68905.8,Normal,Low,High,18-25,High Discount,65460.51
ORD0016493,2024-08-31,Chhattisgarh,Central,Beauty & Personal Care,Premium,Male,29,1315.94,8.84,1199.61,13,15594.93,Normal,Low,Low,26-35,Low Discount,14395.32
ORD0016494,2024-08-31,Chhattisgarh,Central,Home & Living,Mass,Female,37,5263.15,35.45,3397.36,20,67947.2,Festival,High,Low,36-45,High Discount,64549.84
ORD0016495,2024-08-31,Haryana,North,Fashion,Mass,Male,59,2368.75,31.31,1627.09,25,40677.25,Normal,Medium,High,46-60,High Discount,39050.16
ORD0016496,2024-08-31,Chhattisgarh,Central,Home & Living,Mass,Female,22,5115.74,29.5,3606.6,17,61312.2,Normal,Low,Low,18-25,High Discount,57705.6
ORD0016497,2024-08-31,Odisha,East,Fashion,Mass,Female,29,693.08,56.04,304.68,24,7312.32,Festival,Medium,Low,26-35,High Discount,7007.639999999999
ORD0016498,2024-08-31,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,37,7634.76,65.0,2672.17,13,34738.21,Normal,High,High,36-45,High Discount,32066.04
ORD0016499,2024-08-31,Tamil Nadu,South,Electronics,Mass,Female,19,7279.45,44.96,4006.61,29,116191.69,Normal,Medium,Low,18-25,High Discount,112185.08
ORD0016500,2024-08-31,Karnataka,South,Premium Lifestyle,Mass,Male,42,9028.46,65.0,3159.96,99,312836.04,Festival,High,Low,36-45,High Discount,309676.07999999996
ORD0016501,2024-08-31,Gujarat,West,Home & Living,Mass,Male,27,3904.86,39.26,2371.81,20,47436.2,Normal,Low,Low,26-35,High Discount,45064.39
ORD0016502,2024-08-31,Odisha,East,Home & Living,Mass,Male,30,3609.85,26.16,2665.51,27,71968.77,Normal,High,High,26-35,High Discount,69303.26000000001
ORD0016503,2024-08-31,Telangana,South,Beauty & Personal Care,Mass,Female,57,1074.57,36.99,677.09,17,11510.53,Normal,Medium,Low,46-60,High Discount,10833.44
ORD0016504,2024-08-31,Tamil Nadu,South,Electronics,Mass,Male,23,6263.66,65.0,2192.28,47,103037.16,Festival,High,High,18-25,High Discount,100844.88
ORD0016505,2024-08-31,Tamil Nadu,South,Footwear,Mass,Female,44,4386.26,49.54,2213.31,23,50906.13,Normal,High,High,36-45,High Discount,48692.82
ORD0016506,2024-08-31,Karnataka,South,Beauty & Personal Care,Mass,Male,52,1109.56,16.74,923.82,34,31409.88,Normal,High,Low,46-60,Medium Discount,30486.06
ORD0016507,2024-08-31,Odisha,East,Premium Lifestyle,Mass,Female,33,8355.48,46.48,4471.85,8,35774.8,Festival,Medium,Low,26-35,High Discount,31302.950000000004
ORD0016508,2024-08-31,Madhya Pradesh,Central,Beauty & Personal Care,Premium,Male,31,913.43,26.06,675.39,22,14858.58,Normal,High,High,26-35,High Discount,14183.19
ORD0016509,2024-08-31,Karnataka,South,Sports & Fitness,Mass,Female,46,3194.47,42.05,1851.2,15,27768.0,Normal,High,Low,46-60,High Discount,25916.8
ORD0016510,2024-08-31,Delhi NCR,North,Beauty & Personal Care,Mass,Female,55,1110.98,59.11,454.28,44,19988.32,Normal,High,Low,46-60,High Discount,19534.04
ORD0016511,2024-08-31,Chhattisgarh,Central,Beauty & Personal Care,Mass,Male,26,548.8,46.1,295.8,34,10057.2,Normal,Low,Low,26-35,High Discount,9761.400000000001
ORD0016512,2024-08-31,Punjab,North,Beauty & Personal Care,Mass,Male,63,2312.81,22.86,1784.1,53,94557.3,Festival,Low,Low,,High Discount,92773.2
ORD0016513,2024-08-31,Odisha,East,Home & Living,Mass,Male,30,2620.55,35.21,1697.85,21,35654.85,Normal,Low,High,26-35,High Discount,33957.0
ORD0016514,2024-08-31,Kerala,South,Sports & Fitness,Mass,Male,62,2502.2,65.0,875.77,46,40285.42,Normal,High,High,,High Discount,39409.65
ORD0016515,2024-08-31,Uttar Pradesh,North,Premium Lifestyle,Mass,Female,51,8000.35,10.18,7185.91,21,150904.11,Normal,Medium,Low,46-60,Medium Discount,143718.19999999998
ORD0016516,2024-08-31,Karnataka,South,Sports & Fitness,Mass,Female,23,4408.29,21.97,3439.79,51,175429.29,Normal,Medium,High,18-25,High Discount,171989.5
ORD0016517,2024-08-31,Kerala,South,Electronics,Mass,Male,26,11090.47,30.01,7762.22,21,163006.62,Festival,Low,Low,26-35,High Discount,155244.4
ORD0016518,2024-08-31,Odisha,East,Electronics,Premium,Male,52,11946.94,20.34,9516.93,11,104686.23,Festival,Medium,Low,46-60,High Discount,95169.29999999999
ORD0016519,2024-08-31,Tamil Nadu,South,Footwear,Mass,Female,31,2783.96,65.0,974.39,69,67232.91,Festival,High,Low,26-35,High Discount,66258.52
ORD0016520,2024-08-31,Uttar Pradesh,North,Electronics,Mass,Male,27,10708.46,53.34,4996.57,21,104927.97,Normal,Low,Low,26-35,High Discount,99931.4
